Edad	Vivienda	Genero	Dependiente	Estado_Civil	Cargas	Egresos	Ingresos	Deuda	Dias_Atraso	Consumos_TC	Antiguedad	Score	Numero_TC	Antiguedad_TC	Cupo_TC	Comprometido	Cupo_Promedio
24	Familiar	Masculino	No	Soltero	0	360	336	1382,07	0	1	1	874	2	0	750	0,24	1500
23	Familiar	Masculino	No	Soltero	0	360	900	1425,28	0	1	1	874	2	0	800	0,21	1600
21	Familiar	Masculino	No	Soltero	0			1252,95	0	1	1	874	2	0	700	0,19	1400
23	Familiar	Masculino	No	Soltero	0	360	264	1262,14	0	1	1	874	2	0	700	0,18	1400
20	Familiar	Masculino	No	Soltero	0	240	600	1099,61	0	1	9	263	2	0	600	0,26	1200
19	Familiar	Masculino	No	Soltero	0	320	800	1545,81	0	1	4	491	2	0	900	0,23	1800
24	Familiar	Masculino	No	Soltero	0	360	900	1157,38	0	1	1	874	2	0	650	0,17	1300
50	Familiar	Masculino	No	Soltero	0			1320,96	0	1	46	910	2	0	750	0,16	1500
49	Familiar	Masculino	No	Soltero	0			1552,35	0	1	49	796	2	0	900	0,35	1800
45	Familiar	Masculino	No	Soltero	1		300	1692	0	7	176	957	2	0	1818,5	0,37	3637
40	Familiar	Masculino	No	Soltero	0			1219,36	0	1	77	519	2	0	700	0,28	1400
41	Familiar	Masculino	No	Soltero	0			1111,96	0	1	13	723	2	0	600	0,3	1200
27	Familiar	Masculino	No	Soltero	0			691,78	0	1	1	917	2	0	650	0,21	1300
34	Familiar	Masculino	No	Soltero	0	400	1000	1562,73	0	1	1	874	2	0	900	0,21	1800
36	Familiar	Masculino	No	Soltero	0			1093,75	0	1	59	135	2	0	696,88	0,26	1393,75
43	Familiar	Masculino	No	Soltero	0	440	1100	2143,13	0	1	1	874	2	0	1300	0,27	2600
36	Familiar	Masculino	No	Soltero	0			1345,24	0	1	1	917	2	0	800	0,31	1600
29	Familiar	Masculino	No	Soltero	0			1239,47	0	1	57	920	2	0	819,74	0,17	1639,47
31	Familiar	Masculino	No	Soltero	0			929,64	0	1	8	486	2	0	750	0,22	1500
31	Familiar	Masculino	No	Soltero	0	360	900	2058,17	0	1	78	941	2	0	1150	0,28	2300
31	Familiar	Masculino	No	Soltero	0			2424,59	0	1	7	879	2	0	1300	0,32	2600
33	Familiar	Masculino	No	Soltero	0			1344,23	0	1	33	511	2	0	1000	0,26	2000
23	Familiar	Masculino	No	Soltero	0			1729,15	0	1	16	723	3	3	1020	0,43	1530
30	Familiar	Masculino	No	Soltero	0			1238,54	0	1	1	874	2	0	700	0,17	1400
23	Familiar	Masculino	No	Soltero	0		292	1093,7	0	1	1	874	2	0	696,85	0,22	1393,7
22	Familiar	Masculino	No	Soltero	0		471	1116,17	0	1	13	259	2	0	708,09	0,4	1416,17
29	Familiar	Masculino	No	Soltero	0			969,27	0	1	6	879	2	0	550	0,24	1100
23	Familiar	Masculino	No	Soltero	0		276	1175,75	0	1	1	917	2	0	650	0,31	1300
20	Familiar	Masculino	No	Soltero	0	360	900	1162,24	0	1	1	874	2	0	650	0,17	1300
24	Familiar	Masculino	No	Soltero	0		200	1177	0	1	29	738	2	0	650	0,18	1300
23	Familiar	Masculino	No	Soltero	0	360	900	1291,17	0	1	1	874	2	0	700	0,19	1400
21	Alquilada	Masculino	No	Casado	1	100	614	1157,43	0	1	1	917	2	0	650	0,31	1300
23	Familiar	Masculino	No	Soltero	0	360	900	1189,4	0	1	1	874	2	0	650	0,18	1300
21	Familiar	Masculino	No	Soltero	0			2670,18	0	1	1	874	2	0	1450	0,31	2900
24	Familiar	Masculino	No	Soltero	0			2227,47	0	1	67	903	2	0	1200	0,32	2400
27	Familiar	Masculino	No	Soltero	0	400	1000	2551,9	0	1	18	29	2	0	1400	0,35	2800
22	Familiar	Masculino	No	Soltero	0	360	900	1261,61	0	1	1	874	2	0	700	0,19	1400
19	Familiar	Masculino	No	Soltero	0	360	900	1293,61	0	1	1	874	2	0	700	0,19	1400
20	Familiar	Masculino	No	Soltero	0	280	700	1098,64	0	1	1	874	2	0	600	0,22	1200
21	Familiar	Masculino	No	Soltero	0		292	1317,35	0	1	1	874	2	0	750	0,2	1500
19	Familiar	Masculino	No	Soltero	0			1596,58	0	1	1	874	2	0	1048,29	0,24	2096,58
19	Familiar	Masculino	No	Soltero	0			617,88	0	1	1	917	2	0	450	0,22	900
20	Familiar	Masculino	No	Soltero	0			924,96	0	1	1	917	2	0	550	0,25	1100
75	Propia	Femenino	No	Casado	1	1200	3000	5182,77	0	8	1	874	2	0	5550	0,18	11100
65	Familiar	Femenino	No	Soltero	0			914,53	0	1	78	245	2	0	507,26	0,15	1014,53
49	Familiar	Masculino	No	Soltero	0		292	1489,6	0	1	8	879	2	0	800	0,23	1600
38	Familiar	Masculino	No	Soltero	0			1638,67	0	1	105	919	2	0	1300	0,34	2600
37	Familiar	Masculino	No	Soltero	0	280	700	1088,11	0	1	201	46	2	0	600	0,17	1200
31	Familiar	Masculino	No	Soltero	0	400	1000	1176,36	0	1	16	505	2	0	650	0,26	1300
26	Familiar	Masculino	No	Soltero	0			970,38	0	1	32	724	2	0	635,19	0,19	1270,38
22	Familiar	Masculino	No	Soltero	0	400	1000	1234,29	0	1	20	896	2	0	700	0,25	1400
53	Familiar	Masculino	No	Soltero	0		435	1116,72	0	1	55	35	2	0	650	0,24	1300
57	Familiar	Masculino	No	Soltero	0	480	270	2041,47	0	1	1	874	2	0	1150	0,23	2300
33	Familiar	Masculino	No	Soltero	0	800	268	2740,07	0	1	55	894	2	0	1500	0,34	3000
44	Familiar	Masculino	No	Soltero	0	440	1100	1467,4	0	1	74	579	2	0	800	0,18	1600
32	Familiar	Masculino	No	Soltero	0			1408,87	0	1	89	700	2	0	900	0,29	1800
27	Familiar	Masculino	No	Soltero	0	360	900	1417,56	0	1	1	874	2	0	750	0,21	1500
55	Familiar	Masculino	No	Soltero	0			2133,57	0	1	87	913	2	0	1366,79	0,24	2733,57
59	Familiar	Masculino	No	Soltero	0			938,2	0	1	1	917	2	0	550	0,18	1100
57	Familiar	Masculino	No	Soltero	0			2017,82	0	1	77	51	2	0	1100	0,39	2200
52	Familiar	Masculino	No	Soltero	0	520	1300	1109,65	0	1	41	35	2	0	600	0,29	1200
42	Familiar	Masculino	No	Soltero	0		90	1291,24	0	1	28	31	2	0	700	0,33	1400
45	Familiar	Masculino	No	Soltero	0	360	900	1529,17	0	1	26	132	2	0	850	0,22	1700
48	Familiar	Masculino	No	Soltero	0	360	900	1782,1	0	1	33	33	2	0	1050	0,25	2100
41	Familiar	Masculino	No	Soltero	0			953,01	0	1	1	917	2	0	550	0,21	1100
35	Familiar	Masculino	No	Soltero	0			1348,83	0	1	27	889	2	0	874,41	0,18	1748,83
37	Familiar	Masculino	No	Soltero	0			1247,28	0	1	1	627	2	0	700	0,25	1400
33	Familiar	Masculino	No	Soltero	0	280	700	1278,38	0	1	51	141	2	0	700	0,17	1400
30	Familiar	Masculino	No	Soltero	0		269	866,32	0	1	50	760	2	0	550	0,2	1100
32	Familiar	Masculino	No	Soltero	0	400	1000	1419,28	0	1	5	480	2	0	800	0,19	1600
40	Familiar	Masculino	No	Soltero	0		292	1428,77	0	1	28	749	2	0	800	0,24	1600
35	Familiar	Masculino	No	Soltero	0	400	346	1797,43	0	1	1	874	2	0	1050	0,24	2100
31	Familiar	Masculino	No	Soltero	0			1523,3	0	1	1	874	2	0	850	0,21	1700
29	Familiar	Masculino	No	Soltero	0	360	900	1847,56	0	1	78	36	2	0	1050	0,28	2100
27	Familiar	Masculino	No	Soltero	0	400	264	1569,7	0	1	15	497	2	0	900	0,22	1800
31	Familiar	Masculino	No	Soltero	0	880	2200	2224,87	0	1	57	817	2	0	1200	0,47	2400
25	Familiar	Masculino	No	Soltero	0			484,5	0	1	4	879	2	0	292,25	0,1	584,5
26	Familiar	Masculino	No	Soltero	0	200	450	1662,57	0	1	13	731	2	0	950	0,26	1900
26	Familiar	Masculino	No	Soltero	0	400	1000	1627,99	0	1	1	874	2	0	950	0,23	1900
25	Familiar	Masculino	No	Soltero	0			2019,36	0	1	8	879	2	0	1300	0,32	2600
20	Familiar	Masculino	No	Soltero	0	360	900	1489,4	0	1	1	874	2	0	800	0,22	1600
21	Familiar	Masculino	No	Soltero	0			1107,38	0	1	12	480	2	0	1067,13	0,28	2134,25
22	Familiar	Masculino	No	Soltero	0	360	900	1293,61	0	1	1	874	2	0	700	0,19	1400
20	Familiar	Masculino	No	Soltero	0			1495,19	0	1	1	874	2	0	800	0,23	1600
20	Familiar	Masculino	No	Soltero	0			1284,18	0	1	1	874	2	0	842,09	0,19	1684,18
19	Familiar	Masculino	No	Soltero	0			628,29	0	1	1	917	2	0	400	0,22	800
22	Familiar	Masculino	No	Soltero	0	360	900	1315,28	0	1	1	874	2	0	700	0,2	1400
72	Familiar	Masculino	No	Soltero	0	440	1100	938,43	0	3	230	957	1	0	2900	0,08	2900
62	Familiar	Masculino	No	Soltero	0			2624	0	1	14	535	2	0	1400	0,22	2800
41	Familiar	Masculino	No	Soltero	0		264	1626,91	0	1	84	66	2	0	950	0,28	1900
51	Familiar	Masculino	No	Soltero	0	440	1100	1715,44	0	1	2	898	2	0	950	0,22	1900
55	Familiar	Masculino	No	Soltero	0	440	1100	1262,14	0	1	12	885	2	0	700	0,16	1400
42	Familiar	Masculino	No	Soltero	0		264	627,05	0	1	25	883	2	0	450	0,3	900
42	Familiar	Masculino	No	Soltero	0	360	542	1164,73	0	1	23	496	2	0	750	0,21	1500
29	Familiar	Masculino	No	Soltero	0	400	1000	1402,05	0	1	1	874	2	0	750	0,19	1500
31	Familiar	Masculino	No	Soltero	0		563	1614,52	0	1	1	874	2	0	1050	0,22	2100
29	Familiar	Masculino	No	Soltero	0	400	1000	1800,65	0	1	1	874	2	0	1050	0,25	2100
33	Familiar	Masculino	No	Soltero	0	400	1000	1676,96	0	1	81	948	2	0	950	0,23	1900
29	Familiar	Masculino	No	Soltero	0		268	1117,15	0	1	6	879	2	0	650	0,27	1300
34	Familiar	Masculino	No	Soltero	0	320	800	1123,01	0	1	1	874	2	0	650	0,2	1300
29	Familiar	Masculino	No	Soltero	0	400	264	1775,72	0	1	1	874	2	0	1000	0,25	2000
19	Familiar	Masculino	No	Soltero	0	360	900	1366,21	0	1	1	874	2	0	750	0,21	1500
25	Familiar	Masculino	No	Soltero	0			729,87	0	1	3	104	2	0	414,94	0,14	829,87
28	Familiar	Masculino	No	Soltero	0	400	1000	2224,85	0	1	1	874	2	0	1200	0,31	2400
22	Familiar	Masculino	No	Soltero	0		355	1388,78	0	1	1	874	2	0	750	0,21	1500
22	Familiar	Masculino	No	Soltero	0	360	900	1560,81	0	1	1	874	2	0	900	0,24	1800
24	Familiar	Masculino	No	Soltero	0		322	1249,85	0	1	1	874	2	0	824,92	0,19	1649,85
21	Familiar	Masculino	No	Soltero	0	360	900	1701,44	0	1	1	874	2	0	950	0,26	1900
53	Familiar	Masculino	No	Soltero	0			1549,33	0	1	46	145	2	0	974,66	0,21	1949,33
55	Familiar	Masculino	No	Soltero	0		414	1727,73	0	1	90	804	2	0	1050	0,56	2100
42	Familiar	Masculino	No	Soltero	0	560	1400	1305,2	0	1	51	915	2	0	700	0,3	1400
43	Familiar	Masculino	No	Soltero	0			1484,12	0	1	57	764	2	0	942,06	0,18	1884,12
40	Familiar	Masculino	No	Soltero	0		370	1585,89	0	1	38	743	2	0	900	0,44	1800
46	Familiar	Masculino	No	Soltero	0			989,66	0	1	16	759	2	0	550	0,18	1100
37	Familiar	Masculino	No	Soltero	0			1344,15	0	1	84	854	2	0	872,08	0,17	1744,15
39	Familiar	Masculino	No	Soltero	0			1157,53	0	1	10	880	2	0	650	0,29	1300
45	Familiar	Masculino	No	Soltero	0	440	1100	1171,99	0	1	1	917	2	0	650	0,18	1300
36	Familiar	Masculino	No	Soltero	0		66	977,24	0	1	10	882	2	0	638,62	0,28	1277,24
30	Familiar	Masculino	No	Soltero	0	360	900	1335,76	0	1	11	882	2	0	800	0,19	1600
35	Familiar	Masculino	No	Soltero	0		292	888,27	0	1	1	917	2	0	550	0,21	1100
33	Familiar	Masculino	No	Soltero	0	320	329	1275,98	0	1	92	51	2	0	700	0,24	1400
25	Familiar	Masculino	No	Soltero	0			1208,95	0	1	23	732	2	0	750	0,18	1500
22	Familiar	Masculino	No	Soltero	0			882,44	0	1	14	250	2	0	591,22	0,17	1182,44
28	Familiar	Masculino	No	Soltero	0			1622,62	0	1	9	879	2	0	1061,31	0,28	2122,62
26	Familiar	Masculino	No	Soltero	0	360	900	1496,88	0	1	24	796	2	0	800	0,21	1600
22	Familiar	Masculino	No	Soltero	0	360	900	1519,33	0	1	1	874	2	0	850	0,23	1700
23	Familiar	Masculino	No	Soltero	0	360	900	1494,76	0	1	14	727	2	0	800	0,23	1600
22	Familiar	Masculino	No	Soltero	0	360	900	1915,36	0	1	23	907	2	0	1200	0,29	2400
20	Familiar	Masculino	No	Soltero	0	480	1200	1183,25	0	1	6	879	2	0	650	0,27	1300
77	Propia	Femenino	No	Viudo	0	970	1800	719,76	0	5	202	945	1	0	2000	0,02	2000
34	Familiar	Masculino	No	Soltero	0		264	1680,66	0	1	1	917	2	0	950	0,31	1900
26	Familiar	Masculino	No	Soltero	0		264	2244,87	0	1	1	917	2	0	1250	0,29	2500
26	Familiar	Masculino	No	Soltero	0			2021,64	0	1	31	29	2	0	1100	0,5	2200
26	Familiar	Masculino	No	Soltero	0	360	900	1231,17	0	1	11	880	2	0	700	0,24	1400
22	Familiar	Masculino	No	Soltero	0		292	1033,64	0	1	1	917	2	0	600	0,28	1200
21	Familiar	Masculino	No	Soltero	0	360	900	1414,79	0	1	1	874	2	0	750	0,21	1500
20	Familiar	Masculino	No	Soltero	0	360	900	1476,06	0	1	1	874	2	0	800	0,22	1600
20	Familiar	Masculino	No	Soltero	0	360	900	1461,71	0	1	1	874	2	0	800	0,22	1600
28	Propia	Femenino	No	Soltero	0	800	2000	5253,2	0	12	73	907	2	0	4850	0,24	9700
57	Familiar	Masculino	No	Soltero	0		264	1688,25	0	1	45	254	2	0	950	0,25	1900
50	Familiar	Masculino	No	Soltero	0			980,53	0	1	80	847	2	0	550	0,23	1100
42	Familiar	Masculino	No	Soltero	0	400	1000	1796,96	0	1	241	66	2	0	1050	0,25	2100
29	Familiar	Masculino	No	Soltero	0	240	600	1028,04	0	1	57	4	2	0	600	0,24	1200
25	Familiar	Masculino	No	Soltero	0			1350,88	0	1	15	526	2	0	750	0,2	1500
25	Familiar	Masculino	No	Soltero	0			871,91	0	1	53	528	2	0	867,79	0,25	1735,59
20	Familiar	Masculino	No	Soltero	0	320	800	1165,22	0	1	14	26	2	0	650	0,19	
19	Familiar	Masculino	No	Soltero	0			1253,66	0	1	1	874	2	0	700	0,19	
20	Familiar	Masculino	No	Soltero	0			982,12	0	1	1	946	2	0	700	0,33	
53	Familiar	Masculino	No	Soltero	0	480	1200	1184,55	0	1	1	874	2	0	650	0,14	
46	Familiar	Masculino	No	Soltero	0	440	1100	1590,7	0	1	1	874	2	0	900	0,19	
39	Familiar	Masculino	No	Soltero	0	360	900	1188,17	0	1	55	36	2	0	650	0,18	
33	Familiar	Masculino	No	Soltero	0	400	1000	1207,67	0	1	1	874	2	0	650	0,16	
23	Familiar	Masculino	No	Soltero	0	360	264	1258,53	0	1	1	874	2	0	700	0,19	
19	Familiar	Masculino	No	Soltero	0	360	900	1696,76	0	1	1	874	2	0	1242,61	0,26	
21	Familiar	Masculino	No	Soltero	0	280	700	1076,92	0	1	1	874	2	0	650	0,21	
64	Familiar	Masculino	No	Soltero	0			2200,76	0	1	70	917	2	0	1400	0,22	
53	Familiar	Masculino	No	Soltero	0			955,34	0	1	36	891	2	0	627,67	0,14	
55	Familiar	Masculino	No	Soltero	0	1040	59	2179,65	0	1	19	888	2	0	1200	0,33	
47	Propia	Masculino	No	Casado	0			2707	0	11	150	941	2	0	2350	0,18	
47	Familiar	Masculino	No	Soltero	0			1593,49	0	1	1	874	2	0	1046,74	0,19	
43	Familiar	Masculino	No	Soltero	0			1036,51	0	1	1	874	2	0	575	0,17	
47	Familiar	Masculino	No	Soltero	0	240	600	1099,58	0	1	69	43	2	0	600	0,23	
43	Familiar	Masculino	No	Soltero	0			2204,57	0	1	58	582	2	0	1200	0,83	
45	Familiar	Masculino	No	Soltero	0	400	1000	1276,25	0	1	9	756	2	0	700	0,22	
50	Familiar	Masculino	No	Soltero	0			1456,22	0	1	26	734	2	0	800	0,17	
40	Familiar	Masculino	No	Soltero	0	920	2300	1819,19	0	1	37	895	2	0	1000	0,28	
44	Familiar	Masculino	No	Soltero	0	680	59	1534,88	0	1	47	290	2	0	850	0,2	
44	Familiar	Masculino	No	Soltero	0	520	1300	1534,87	0	1	63	906	2	0	850	0,3	
40	Familiar	Masculino	No	Soltero	0	400	1000	1603,99	0	1	45	577	2	0	900	0,21	
34	Familiar	Masculino	No	Soltero	0	400	1000	2195,34	0	1	1	874	2	0	1200	0,3	
37	Familiar	Masculino	No	Soltero	0	400	1000	1477,61	0	1	1	874	2	0	800	0,19	
34	Familiar	Masculino	No	Soltero	0			1169,1	0	1	64	819	2	0	734,55	0,16	
36	Familiar	Masculino	No	Soltero	0		292	1833,92	0	1	1	874	2	0	1050	0,24	
37	Familiar	Masculino	No	Soltero	0	400	1000	1155,21	0	1	9	754	2	0	650	0,31	
33	Familiar	Masculino	No	Soltero	0	400	1000	1274,79	0	1	18	887	2	0	700	0,17	
32	Familiar	Masculino	No	Soltero	0	840	2100	1471,34	0	1	74	554	2	0	800	0,34	
33	Familiar	Masculino	No	Soltero	0		491	1203,7	0	1	89	40	2	0	650	0,17	
30	Familiar	Masculino	No	Soltero	0		424	1207,33	0	1	1	874	2	0	650	0,17	
25	Familiar	Masculino	No	Soltero	0		415	1087,86	0	1	12	220	2	0	693,93	0,26	
34	Familiar	Masculino	No	Soltero	0			1157,39	0	1	25	119	2	0	728,7	0,19	
32	Familiar	Masculino	No	Soltero	0			1478,17	0	1	1	874	2	0	939,09	0,2	
26	Familiar	Masculino	No	Soltero	0	360	900	1198,68	0	1	63	802	2	0	650	0,17	
30	Familiar	Masculino	No	Soltero	0			1272,84	0	1	8	239	2	0	700	0,17	
29	Familiar	Masculino	No	Soltero	0			1144,49	0	1	1	874	2	0	722,25	0,21	
30	Familiar	Masculino	No	Soltero	0			2171,9	0	1	83	804	2	0	1200	0,3	
30	Familiar	Masculino	No	Soltero	0	320	205	1481,61	0	1	31	248	2	0	800	0,36	
24	Familiar	Masculino	No	Soltero	0	760	1900	1100,11	0	1	6	879	2	0	600	0,4	
28	Familiar	Masculino	No	Soltero	0	520	1300	1882,16	0	1	18	765	2	0	1050	0,23	
27	Familiar	Masculino	No	Soltero	0	280	700	934,61	0	1	1	874	2	0	550	0,17	
22	Familiar	Masculino	No	Soltero	0	360	900	1279,45	0	1	1	874	2	0	700	0,19	
51	Familiar	Masculino	No	Soltero	0			917,61	0	1	80	902	2	0	550	0,23	
24	Familiar	Masculino	No	Soltero	0	360	900	1311,96	0	1	1	874	2	0	750	0,2	
23	Familiar	Masculino	No	Soltero	0			942,63	0	1	41	899	2	0	550	0,19	
27	Familiar	Masculino	No	Soltero	0	360	900	1284,44	0	1	1	874	2	0	700	0,19	
24	Familiar	Masculino	No	Soltero	0	360	900	1261,61	0	1	1	874	2	0	700	0,19	
27	Familiar	Masculino	No	Soltero	0	360	900	1244,96	0	1	1	874	2	0	700	0,19	
25	Familiar	Masculino	No	Soltero	0			945,58	0	1	9	460	2	0	550	0,19	
23	Familiar	Masculino	No	Soltero	0	800	2000	1340,46	0	1	1	946	2	0	750	0,26	
22	Familiar	Masculino	No	Soltero	0	360	900	1332,3	0	1	1	874	2	0	750	0,2	
22	Familiar	Masculino	No	Soltero	0	280	700	974,58	0	1	1	874	2	0	550	0,19	
24	Familiar	Masculino	No	Soltero	0	360	900	1155,21	0	1	1	874	2	0	650	0,17	
23	Familiar	Masculino	No	Soltero	0	280	700	861,14	0	1	1	874	2	0	550	0,17	
20	Familiar	Masculino	No	Soltero	0	360	900	1191,05	0	1	1	874	2	0	650	0,18	
18	Familiar	Masculino	No	Soltero	0			723,11	0	1	1	917	2	0	450	0,19	
20	Familiar	Masculino	No	Soltero	0	760	1900	2362,18	0	1	15	885	2	0	2011,9	0,37	
20	Familiar	Masculino	No	Soltero	0	320	800	1269,09	0	1	11	461	2	0	700	0,19	
21	Familiar	Masculino	No	Soltero	0	440	1100	1545,55	0	1	4	879	2	0	900	0,28	
27	Familiar	Masculino	No	Soltero	0	360	900	1265,53	0	1	1	874	2	0	700	0,19	
50	Familiar	Masculino	No	Soltero	0			1367,7	0	1	81	948	2	0	883,85	0,24	
48	Familiar	Masculino	No	Soltero	0			2086,69	0	1	1	874	2	0	1343,35	0,25	
50	Familiar	Masculino	No	Soltero	0			1682,55	0	1	49	921	2	0	941,27	0,2	
42	Familiar	Masculino	No	Soltero	0	440	264	1506,88	0	1	18	883	2	0	800	0,19	
46	Familiar	Masculino	No	Soltero	0		292	1416,73	0	1	21	493	2	0	908,37	0,2	
30	Familiar	Masculino	No	Soltero	0	400	264	1561,42	0	1	1	874	2	0	900	0,22	
32	Familiar	Masculino	No	Soltero	0		350	990,64	0	1	7	879	2	0	600	0,24	
31	Familiar	Masculino	No	Soltero	0		231	1162,69	0	1	27	113	2	0	650	0,28	
31	Familiar	Masculino	No	Soltero	0	400	1000	1212,18	0	1	1	874	2	0	650	0,16	
33	Familiar	Masculino	No	Soltero	0	880	2200	1796,95	0	1	87	936	2	0	1050	0,36	
19	Familiar	Masculino	No	Soltero	0	360	900	1262,14	0	1	1	874	2	0	700	0,19	
30	Familiar	Masculino	No	Soltero	0		458	1649,85	0	1	1	874	2	0	950	0,23	
29	Familiar	Masculino	No	Soltero	0	400	264	1268,13	0	1	1	874	2	0	700	0,18	
27	Familiar	Masculino	No	Soltero	0		381	1554,54	0	1	15	882	2	0	900	0,28	
28	Familiar	Masculino	No	Soltero	0	320	800	1486,47	0	1	13	465	2	0	1250	0,26	
29	Familiar	Masculino	No	Soltero	0	400	264	1722,2	0	1	1	874	2	0	1050	0,24	
27	Familiar	Masculino	No	Soltero	0	280	700	1043,87	0	1	1	874	2	0	600	0,19	
24	Familiar	Masculino	No	Soltero	0	360	900	1338,27	0	1	1	874	2	0	750	0,2	
21	Familiar	Masculino	No	Soltero	0	360	900	1319,95	0	1	1	874	2	0	750	0,2	
64	Familiar	Masculino	No	Soltero	0	520	1300	1762,21	0	1	1	874	2	0	1000	0,19	
62	Familiar	Masculino	No	Soltero	0	640	1600	2319,42	0	1	187	888	2	0	1250	0,19	
56	Familiar	Masculino	No	Soltero	0			1072,7	0	1	102	950	2	0	650	0,23	
53	Familiar	Masculino	No	Soltero	0			1500,75	0	1	1	874	2	0	800	0,17	
48	Familiar	Masculino	No	Soltero	0	1320	3300	1465,44	0	1	86	930	2	0	800	0,53	
51	Familiar	Masculino	No	Soltero	0	640	1600	1498,68	0	1	62	777	2	0	800	0,27	
50	Familiar	Masculino	No	Soltero	0		150	965,14	0	1	1	917	2	0	550	0,2	
49	Familiar	Masculino	No	Soltero	0		295	2236,24	0	1	24	212	2	0	1900	0,23	
53	Familiar	Masculino	No	Soltero	0		400	910,5	0	1	1	917	2	0	550	0,17	
52	Familiar	Masculino	No	Soltero	0	480	1200	1870,58	0	1	1	874	2	0	1050	0,22	
41	Familiar	Masculino	No	Soltero	0	440	1100	1445,5	0	1	71	906	2	0	800	0,18	
41	Familiar	Masculino	No	Soltero	0	480	695	1273,9	0	1	64	836	2	0	900	0,21	
37	Familiar	Masculino	No	Soltero	0			1014,67	0	1	38	891	2	0	600	0,23	
42	Familiar	Masculino	No	Soltero	0	440	1100	1497,64	0	1	43	916	2	0	1150	0,19	
38	Familiar	Masculino	No	Soltero	0			2157,13	0	1	6	879	2	0	1378,57	0,28	
30	Familiar	Masculino	No	Soltero	0			1520,62	0	1	100	917	2	0	1000	0,21	
27	Familiar	Masculino	No	Soltero	0	760	59	1250,98	0	1	23	775	2	0	1000	0,27	
41	Familiar	Masculino	No	Soltero	0	440	1100	1522,59	0	1	1	874	2	0	850	0,19	
36	Familiar	Masculino	No	Soltero	0			1184,79	0	1	78	312	2	0	792,39	0,29	
36	Familiar	Masculino	No	Soltero	0		324	1118	0	1	52	40	2	0	625	0,17	
35	Familiar	Masculino	No	Soltero	0		59	1382,32	0	1	16	883	2	0	750	0,42	
35	Familiar	Masculino	No	Soltero	0			1262,14	0	1	1	874	2	0	700	0,17	
33	Familiar	Masculino	No	Soltero	0			1143,27	0	1	34	897	2	0	750	0,27	
38	Familiar	Masculino	No	Soltero	0			1372,9	0	1	53	825	2	0	886,45	0,18	
31	Familiar	Masculino	No	Soltero	0	880	2200	2333,16	0	1	46	570	2	0	1300	0,37	
30	Familiar	Masculino	No	Soltero	0			845,57	0	1	18	26	2	0	550	0,2	
28	Familiar	Masculino	No	Soltero	0			1973,52	0	1	60	821	2	0	1286,76	0,33	
35	Familiar	Masculino	No	Soltero	0	400	1000	2231,82	0	1	1	874	2	0	1250	0,3	
27	Familiar	Masculino	No	Soltero	0	1160	2900	2367,2	0	1	43	898	6	6	4051,52	0,44	
29	Familiar	Masculino	No	Soltero	0		292	1203,16	0	1	1	874	2	0	650	0,17	
22	Familiar	Masculino	No	Soltero	0			891,09	0	1	8	879	2	0	595,54	0,3	
26	Familiar	Masculino	No	Soltero	0	360	900	1273,25	0	1	25	478	2	0	700	0,18	
28	Familiar	Masculino	No	Soltero	0	400	1000	1377,18	0	1	28	761	2	0	750	0,19	
42	Familiar	Masculino	No	Soltero	0			707,54	0	1	1	917	2	0	400	0,15	
23	Familiar	Masculino	No	Soltero	0	1240	3100	696,38	0	1	54	486	2	0	400	0,87	
22	Familiar	Masculino	No	Soltero	0	360	900	1269,14	0	1	1	874	2	0	700	0,19	
24	Familiar	Masculino	No	Soltero	0	360	900	1244,46	0	1	1	874	2	0	900	0,19	
21	Familiar	Masculino	No	Soltero	0	360	301	1165,47	0	1	1	874	2	0	650	0,17	
22	Familiar	Masculino	No	Soltero	0			746,91	0	1	23	741	2	0	473,45	0,15	
32	Familiar	Masculino	No	Soltero	0	440	1100	2324,22	0	1	27	32	2	0	1250	0,29	
25	Familiar	Masculino	No	Soltero	0		219	1352,55	0	1	1	917	2	0	750	0,28	
24	Familiar	Masculino	No	Soltero	0			2880,14	0	1	36	604	2	0	1840,07	0,41	
20	Familiar	Masculino	No	Soltero	0			1151,08	0	1	1	874	2	0	725,54	0,23	
21	Familiar	Masculino	No	Soltero	0	360	900	1279,87	0	1	10	882	2	0	700	0,19	
22	Familiar	Masculino	No	Soltero	0	280	700	973,43	0	1	1	874	2	0	550	0,19	
19	Familiar	Masculino	No	Soltero	0			1211,97	0	1	1	874	2	0	650	0,18	
24	Familiar	Masculino	No	Soltero	0		78	1274,03	0	1	1	917	2	0	700	0,34	
45	Familiar	Masculino	No	Soltero	0	280	700	1003,73	0	1	28	29	2	0	550	0,2	
36	Familiar	Masculino	No	Soltero	0			1045,2	0	1	93	3	2	0	600	0,36	
29	Familiar	Masculino	No	Soltero	0	320	800	1207,26	0	1	33	32	2	0	963,16	0,19	
25	Familiar	Masculino	No	Soltero	0			799,65	0	1	1	917	2	0	837,31	0,21	
23	Familiar	Masculino	No	Soltero	0	360	400	1020,8	0	1	38	98	2	0	750	0,51	
29	Familiar	Masculino	No	Soltero	0	760	1900	1845,91	0	1	20	889	2	0	1050	0,31	
58	Familiar	Masculino	No	Soltero	0			978,54	0	1	39	771	2	0	550	0,23	
45	Familiar	Masculino	No	Soltero	0		292	1275,63	0	1	1	874	2	0	837,82	0,16	
